stop_id,stop_name,stop_lat,stop_lon
29234,Espenau-Mönchehof Gl.1 Ri. Kassel,51.390724,9.455682
29322,Bremen-Vegesack,53.169716,8.629968
29377,Waldhausen(b Schorndorf),48.789185,9.637927
29405,Leipzig Wilhelm-Leuschner-Platz,51.335396,12.375394
29420,Dachau Stadt,48.266663,11.439761
29423,Böhlen(Leipzig),51.203037,12.381991
29438,Jessen(Elster),51.792786,12.954722
29581,Unna,51.538982,7.692858
29623,Hetschburg,50.912804,11.298205
29642,Unterschwaningen,49.07176,10.631968
29704,Kranebitten,47.269623,11.328687
29844,Neuenburg(Baden),47.81148,7.562756
29882,Senden,48.324017,10.050502
29994,Vechta,52.728905,8.280367
30035,Wegenstedt,52.387074,11.208882
30064,Leipzig MDR,51.32007,12.386318
30112,Warszawa Wschodnia,52.25155,21.052336
30123,Wuppertal-Hahnenfurth/Düssel,51.254,7.055431
30410,Vamdrup st,55.428093,9.286454
30411,Werneuchen,52.637302,13.737549
30452,Bad Driburg(Westf),51.730324,9.03081
30510,Geisingen-Leipferdingen,47.86917,8.654687
30616,Oberlichtenau,50.907913,12.959276
30783,Adelsheim Nord,49.42149,9.392754
30830,Sopot,54.440166,18.562323
31027,Mönchröden,50.302227,11.057613
31242,Görsbach,51.455734,10.941792
31259,Herzberg Schloß,51.654495,10.332804
31364,Zürich Hardbrücke,47.385197,8.517126
31375,Berbisdorf Hp,51.186558,13.725224
31397,Sarstedt,52.2326,9.842592
31411,Schwindegg,48.273193,12.249699
31478,Coschen,52.0205,14.718796
31683,Zapresic,45.844494,15.813187
31762,Hammah,53.612144,9.368728
31819,S Schulzendorf,52.61293,13.246032
31889,"Wittgensdorf, Mitte",50.874386,12.869894
31948,Haan,51.18812,6.998018
32098,Porschdorf(Pirna),50.943184,14.138576
32164,Sadova,50.295406,15.693784
32249,Riedrode,49.647488,8.49595
32291,Heilbronn Finanzamt,49.140526,9.23501
32373,Raubling,47.788506,12.110149
32393,Schwabmünchen,48.178688,10.768291
32503,Wörlitz,51.837864,12.421732
32601,Jicin,50.430546,15.361308
32706,Bad Krozingen Ost,47.91714,7.70979
32762,Giengen(Brenz),48.62002,10.236994
32975,Lörrach-Brombach/Hauingen,47.63761,7.695207
33094,Dortmund Hbf,51.517895,7.45929
33149,S Nikolassee,52.43217,13.193273
33158,S Zehlendorf,52.431046,13.258652
33178,Wangen(Unstrut),51.271503,11.545293
33183,Bremen-Schönebeck,53.1728,8.649481
33308,Petershausen(Obb),48.41345,11.469881
33428,Sennfeld,49.37876,9.380518
33584,Nowy Tomysl,52.304085,16.13294
33616,Stuttgart Central Station (FlixTrain),48.783207,9.182289
33639,Eggenfelden Mitte,48.406216,12.767068
33646,Oberhausen Hbf,51.474876,6.851588
33659,Steinhöring,48.08349,12.031284
33745,Neumark(Sachs),50.66017,12.352828
33887,Derneburg(Han),52.09685,10.143719
33999,Vlcice,50.546696,15.834514
34008,Velke Hamry mesto,50.71962,15.313491
34055,Oberammergau,47.599545,11.057078
34172,S Schöneberg,52.479248,13.351921
34174,Reken-Klein Reken,51.787037,7.035198
34306,Bernau a Chiemsee,47.816483,12.380957
34577,Demmin,53.90114,13.053954
34657,Grambow(Gr),53.415806,14.3734
34684,Benediktbeuern,47.70912,11.403051
34751,Praha-Podbaba,50.11236,14.395604
34818,Fürfurt,50.430492,8.253138
34847,Kloster Marienthal,50.738647,7.668528
34853,Hütten,48.371,9.642462
34881,Forbach(Schwarzw),48.6804,8.361491
35031,Geithain,51.058216,12.697455
35051,Gäufelden,48.55966,8.850308
35194,Rothenbürg,50.310566,11.773125
35220,Elend Eld_Ab 006 P6,51.73553,10.67836
35318,Heiterwang-Plansee,47.44234,10.748252
35386,Horn(Bodensee),47.49318,9.463388
35469,Halle Dessauer Brücke,51.500122,11.982535
35493,Garmisch-Partenkirchen,47.49145,11.097013
35569,Debica,50.054417,21.405565
35630,Übach-Palenberg,50.924335,6.097265
35778,Ostbevern,52.070118,7.809287
35887,Rottenbach,50.689453,11.169939
36194,Weilbach(Unterfr),49.668682,9.213165
36233,Unterlüß,52.83487,10.300262
36314,Biedenkopf Campus,50.915127,8.517706
36350,Stockdorf,48.093258,11.400845
36395,"Burgstädt, Bahnhof",50.91573,12.81259
36435,Matzenbach,49.494377,7.45608
36577,Elend Ab_So 006 P6,51.70708,10.68904
36687,Ganzlin,53.381626,12.247117
37002,Asselheim,49.57622,8.161602
37004,KA Durlacher Tor/KIT-Campus Süd (U),49.008842,8.4176
37058,Mühlen(b Horb),48.44994,8.726802
37100,S Schöneweide Bhf,52.4548,13.50983
37338,Grünebach Ort,50.77714,7.90235
37385,Werdorf,50.59283,8.417263
37419,München-Perlach,48.093426,11.631208
37569,Gammertingen Europastraße,48.242016,9.210298
37644,"Burkhardtsdorf, Bahnhof",50.733353,12.932668
37805,Wernigerode Eck_Gow 003 P3,51.78394,10.60268
37853,Landau(Pfalz)Süd,49.189163,8.114176
37911,KA Ettlinger Tor/Staatstheater (U),49.00577,8.403569
37995,Aich(Niederbay),48.417316,12.398163
38015,Bretten Schulzentrum,49.03177,8.718231
38123,Hagen(Han),52.57369,9.408946
38161,Lund Central,55.70552,13.186582
38211,Benneckenstein Bek_Klb 002 P2,51.67438,10.72131
38246,Konstanz,47.658752,9.177312
38312,Blankenloch Süd,49.05702,8.466765
38327,"Baitz Bahnhof, Brück",52.164185,12.685215
38397,Burkheim-Bischoffingen,48.104008,7.611766
38498,Kojovice,50.30722,14.656463
38535,Schwarzheide Ost,51.473328,13.890326
38677,Selbitz,50.316475,11.748405
38818,Brugge,51.196934,3.217081
38842,Scheidemannplatz  von Wilhelmsstraße,51.316135,9.492489
39002,Rehau,50.250557,12.032457
39063,Heidkrug,53.057095,8.680195
39131,Bad Wimpfen Im Tal,49.229847,9.187046
39145,Doksy,50.573444,14.647238
39225,Hergenrath,50.709045,6.043218
39324,Neukirch(Lausitz)Ost,51.09075,14.322047
39511,Rodgau-Nieder Roden,49.996975,8.870071
39527,Mettmann Zentrum,51.248657,6.979813
39581,Ottenau,48.792877,8.338314
39654,"Knielinger Allee/Städt. Klinikum, Karlsruhe",49.01884,8.375443
39663,Gustorf,51.067173,6.570011
39676,St. Johann im Pongau,47.348377,13.194961
39757,Rhade,51.75127,6.948091
39863,Bad Laasphe-Niederlaasphe,50.924324,8.442001
39869,Muolen,47.517624,9.337093
39877,Böblingen Danziger Straße,48.67877,8.99775
39994,Duisburg-Meiderich Ost,51.468857,6.800789
40018,Velky Grunov,50.69847,14.728328
40117,Eutingen(Baden),48.909847,8.743772
